id,notification_number,issue_date,effective_date,issuing_authority,ministry,department,tax_type,document_type,category,title,subject,total_pages,status,metadata,created_at,updated_at
b27da0a2-42de-4ead-b257-f43f97d1563b,55/2017 - Central Tax,2017-11-15,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Exemptions,12th Amedenment Cgstrules2017,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-11-15"",""issuing_authority"":""CBIC"",""original_filename"":""12thAmedenment_CGSTRules2017_15Nov2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""107"",""164"",""3"",""54""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
b4f56b3d-4e0f-4ed9-886d-f81b0926dc6f,49/2017 - Central Tax,2017-10-18,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Input Tax Credit,Evidences Required Supplierof Deemed Export Supplies Refund Under89(2)(g),,,active,"{""tax_type"":""GST"",""effective_date"":""2017-10-18"",""issuing_authority"":""CBIC"",""original_filename"":""EvidencesRequired_supplierofDeemedExportSupplies_refundUnder89(2)(g)_18Oct2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""3""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
b632e95c-ee41-4d98-a80d-5f869ca80c41,20/2017 - Central Tax,2017-08-08,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Form Gstr 3,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-08-08"",""issuing_authority"":""CBIC"",""original_filename"":""FORM_GSTR_3_08AUG2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""168"",""3"",""39""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
b9174bfe-5692-4e93-bb6d-f7c141c6d045,35/2017 - Central Tax,2017-09-15,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Extend Due Date Return Form Gstr3b For Augto Dec,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-09-15"",""issuing_authority"":""CBIC"",""original_filename"":""extendDueDate_returnFormGSTR3B_forAugtoDec_15Sep2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""168"",""3"",""49""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
bbb00e9a-2fcd-472e-b0d1-dae2ac6680dc,51/2017 - Central Tax,2017-10-28,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,11th Amendment Cgstrules,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-10-28"",""issuing_authority"":""CBIC"",""original_filename"":""11thAmendmentCGSTRules_28Oct2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""164"",""3"",""37""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
bd77b248-5174-433e-81d9-9dc87001191f,58/2017 - Central Tax,2017-11-15,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Extend Due Dates Form Gstr1 Aggregate Turnover Abv1.5cr,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-11-15"",""issuing_authority"":""CBIC"",""original_filename"":""ExtendDueDates_FormGSTR1_aggregateTurnover_Abv1.5cr_15Nov2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""168"",""3"",""37"",""38"",""39""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
c8c46682-2f22-464f-9b70-23c66c91ea65,23/2017 - Central Tax,2017-08-17,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Gstr 3b,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-08-17"",""issuing_authority"":""CBIC"",""original_filename"":""GSTR_3B_17AUG2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""140"",""168"",""3"",""39"",""49""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
ca797b38-ac15-463d-949f-4dd6eda9b701,11/2017 - Central Tax,2017-06-28,,CBIC,Ministry of Finance,,GST,Notification,General,Amend Noti6,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-06-28"",""issuing_authority"":""CBIC"",""original_filename"":""AmendNoti6_28Jun2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date"",""category defaulted to General""],""referenced_sections"":[""3""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
d470aaab-076b-46fc-a3a0-6d70621375db,42/2017 - Central Tax,2017-10-13,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Extend Time Limit Filing Form Gstr5a,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-10-13"",""issuing_authority"":""CBIC"",""original_filename"":""ExtendTimeLimit_FilingFormGSTR5A_13Oct2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""14"",""168"",""20"",""3"",""39""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
d478d307-9230-47b6-b1d0-f26e0aee014a,71/2017 - Central Tax,2017-12-29,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Extension Gstr1 Aggr1.5cr,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-12-29"",""issuing_authority"":""CBIC"",""original_filename"":""Extension_GSTR1_aggr1.5cr_29Dec2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""148"",""3"",""38"",""39""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
d485d280-5733-45d4-9179-fbf26f7e0a1b,6/2017 - Central Tax,2017-06-19,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,General,Modes Of Verification 19june2017,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-06-19"",""issuing_authority"":""CBIC"",""original_filename"":""ModesOfVerification_19June2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date"",""category defaulted to General""],""referenced_sections"":[""3""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
d5d4d69b-dd32-403a-bfde-57e83c99d3e2,UNKNOWN-General-2017-04-12,2017-04-12,,CBIC,,,GST,Notification,General,Cgst Act 2017,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-04-12"",""issuing_authority"":""CBIC"",""original_filename"":""cgst-act_2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date"",""notification_number extraction failed"",""category defaulted to General""],""referenced_sections"":[""1"",""107"",""109"",""116"",""146"",""168"",""2"",""3"",""9"",""92A""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
d73454a9-fa36-443f-ae31-e9c3c3b9f349,47/2017 - Central Tax,2017-10-18,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Input Tax Credit,10th Amendment Cgst,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-10-18"",""issuing_authority"":""CBIC"",""original_filename"":""10thAmendment_CGST_18Oct2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""164"",""3""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
d8a43cf5-2b32-4444-a752-ed67ea6dc2f4,34/2017 - Central Tax,2017-09-15,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Input Tax Credit,7th Amendment,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-09-15"",""issuing_authority"":""CBIC"",""original_filename"":""7thAmendment_15Sep2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""10"",""140"",""164"",""24"",""3""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
db0ae5f6-1d23-4b78-8bc5-2d69427e11e0,36/2017 - Central Tax,2017-09-09,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,General,8th Amendment Cgst,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-09-09"",""issuing_authority"":""CBIC"",""original_filename"":""8thAmendmentCGST_29Sep2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date"",""category defaulted to General""],""referenced_sections"":[""164"",""3""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
dcdfe2c3-1ab4-4e4e-914d-a12a57bca548,. 50/2017 - Central Tax,2026-02-02,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Late Fee Waviever For Delayed Filing Form Gstr3b Aug&sep,,,active,"{""tax_type"":""GST"",""effective_date"":""2026-02-02"",""issuing_authority"":""CBIC"",""original_filename"":""LateFeeWaviever_ForDelayedFiling_FormGSTR3B_Aug&sep_24Oct2017.pdf"",""extraction_warnings"":[""issue_date used file modified date fallback"",""effective_date defaulted to issue_date""],""referenced_sections"":[""128"",""3"",""47""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
dd0d1e77-99c9-4df1-bb2f-83dbc5bce765,56/2017 - Central Tax,2017-11-15,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Mandate Furninshingreturn Form Gstr3b Till Mar2018,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-11-15"",""issuing_authority"":""CBIC"",""original_filename"":""MandateFurninshingreturn_FormGSTR3B_tillMar2018_15Nov2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""168"",""3"",""49""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
df61146a-6b88-4cf1-b82c-1e5377a4c3e4,18/2017 - Central Tax,2017-08-08,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Form Gstr 1,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-08-08"",""issuing_authority"":""CBIC"",""original_filename"":""FORM_GSTR_1_08AUG2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""168"",""3"",""37""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
f07c36f9-7864-4a26-a945-ccf30efa6a9b,8/2017-Central Tax,2017-06-27,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,General,Notigy Turnover Limit For Composition Levy,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-06-27"",""issuing_authority"":""CBIC"",""original_filename"":""NotigyTurnoverLimitForCompositionLevy_27Jun2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date"",""category defaulted to General""],""referenced_sections"":[""10"",""25"",""3""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
f2b724dd-deb4-4010-bac1-e4e24258f981,2/2017-Central Tax,2017-06-19,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,General,Notifying Jurisdiction Of Central Tax Officers,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-06-19"",""issuing_authority"":""CBIC"",""original_filename"":""NotifyingJurisdictionOfCentralTaxOfficers_19Jun2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date"",""category defaulted to General""],""referenced_sections"":[""3"",""5""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
f67a441f-dc8e-4683-897d-b6712b2098d6,70/2017 - Central Tax,2017-12-21,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Input Tax Credit,Further Amend Cgstrules2017 13thamendment,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-12-21"",""issuing_authority"":""CBIC"",""original_filename"":""Further_amend_CGSTrules2017_13thamendment_21Dec2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""16"",""164"",""3"",""42"",""54""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
f68262f3-3e08-4ab0-8e4c-384d1175e6dd,21/2017 - Central Tax,2017-08-08,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Returns,Gstr 3b,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-08-08"",""issuing_authority"":""CBIC"",""original_filename"":""GSTR_3B_08AUG2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""168"",""3""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
f68e185e-a8fd-4047-927b-3fd7d6f10a55,24/2017 - Central Tax,2017-08-21,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,General,Form Gstr 3b,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-08-21"",""issuing_authority"":""CBIC"",""original_filename"":""FORM_GSTR_3B_21AUG2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date"",""category defaulted to General""],""referenced_sections"":[""168"",""3""]}",2026-02-08 21:37:51.909528+00,2026-02-08 21:37:51.909528+00
ffd11211-a28d-459e-8623-e1d3881dccb3,5/2017 - Central Tax,2017-06-19,,CBIC,Ministry of Finance,Department of Revenue,GST,Notification,Exemptions,Exempt Persons Engaged In Making Taxable Supplies,,,active,"{""tax_type"":""GST"",""effective_date"":""2017-06-19"",""issuing_authority"":""CBIC"",""original_filename"":""ExemptPersonsEngagedInMakingTaxableSupplies_19Jun2017.pdf"",""extraction_warnings"":[""effective_date defaulted to issue_date""],""referenced_sections"":[""23"",""3"",""9""]}",2026-02-08 21:37:49.576666+00,2026-02-08 21:37:49.576666+00
